Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø Herzfrequenz,Maximale Herzfrequenz,Aerober TE,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Geschwindigkeit,Maximale Geschwindigkeit,Anstieg gesamt,Abstieg gesamt,Ø Schrittlänge,Durchschnittliches vertikales Verhältnis,Ø vertikale Bewegung,Ø Bodenkontaktzeit,Durchschnittliche Balance der Bodenkontaktzeit,Ø Trittfrequenz,Max. Trittfrequenz,Training Stress Score®,Ø Leistung,Max. Leistung,Grit,Flow,Züge insgesamt,Ø Swolf,Ø Schlagrate,Wiederholungen insgesamt,Sätze insgesamt,Routen insgesamt,Kletterzeit,Pausenzeit insgesamt,Tauchzeit,Minimale Temperatur,Oberflächenpause,Dekompression,Beste Rundenzeit,Anzahl der Runden,Maximale Temperatur,Zeit in Bewegung,Verstrichene Zeit,Minimale Höhe,Maximale Höhe
Kajakfahren,2022-08-06 15:07:25,false,"Oetz Ww","12,89","1.063","01:48:26","0","0","0,0","0","0","7,1","19,6","237","299","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","14,0","0:00","Nein","01:48:26.43.3","1","0,0","01:07:01","01:48:26","676","791"
Kajakfahren,2022-08-06 12:20:04,false,"Arzl im Pitztal Ww","13,86","933","01:43:48","84","115","0,1","0","0","8,0","18,4","93","164","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","18,0","0:00","Nein","01:43:48.23","1","0,0","01:31:53","01:43:48","622","698"
Kajakfahren,2022-08-03 18:10:57,false,"Würzburg Polo","0,99","587","01:58:00","115","173","2,2","0","0","0,5","12,4","26","26","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","01:57:59.85.4","1","0,0","00:11:57","01:58:00","177","195"
Radfahren,2022-08-01 23:28:11,false,"Würzburg Radfahren","4,78","122","00:16:28","118","134","0,8","0","0","17,4","24,4","37","16","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","16:28.15.3","1","0,0","00:15:59","00:16:28","178","201"
Kajakfahren,2022-08-01 18:18:33,false,"Würzburg Polo","3,72","543","01:49:41","109","169","2,1","0","0","2,0","10,2","245","165","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","01:49:41.29.6","1","0,0","00:35:14","01:49:57","141","274"
Radfahren,2022-08-01 17:41:12,false,"Würzburg Radfahren","4,78","87","00:17:45","100","118","0,3","0","0","16,2","39,6","40","60","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","17:45.12.5","1","0,0","00:15:18","00:18:15","235","263"
Radfahren,2022-07-31 20:15:37,false,"Würzburg Radfahren","3,55","96","00:13:32","116","153","1,0","0","0","15,7","51,9","66","105","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","13:32.26.2","1","0,0","00:11:51","00:13:32","202","254"
Radfahren,2022-07-31 19:06:46,false,"Würzburg Radfahren","3,26","138","00:16:20","125","164","1,8","0","0","12,0","51,6","124","85","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","16:20.34.3","1","0,0","00:14:26","00:16:20","195","257"
Radfahren,2022-07-31 18:41:48,false,"Würzburg Radfahren","4,63","99","00:20:56","99","129","0,3","0","0","13,3","26,0","107","20","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","20:56.43.1","1","0,0","00:17:51","00:20:56","177","262"
Kajakfahren,2022-07-31 17:01:48,false,"Würzburg Polo","3,08","200","01:06:54","90","125","0,2","0","0","2,8","10,3","132","187","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","01:06:53.86.1","1","0,0","00:30:42","01:06:54","152","192"
Radfahren,2022-07-31 15:56:30,false,"Würzburg Radfahren","5,08","129","00:22:11","108","133","0,6","0","0","13,7","37,9","59","65","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","01:23.88.8","2","0,0","00:16:52","00:22:11","221","247"
Radfahren,2022-07-30 14:23:48,false,"Würzburg Radfahren","3,69","126","00:14:24","126","166","1,6","0","0","15,4","29,6","40","23","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","14:23.54.4","1","0,0","00:12:06","00:14:24","177","206"
Gravel/Offroad-Radfahren,2022-07-30 11:54:50,false,"Würzburg Gravel/Offroad-Radfahren","26,06","726","01:26:24","138","176","3,1","0","0","18,1","54,6","452","416","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","03:18.13.6","6","0,0","01:26:06","01:42:28","171","306"
Radfahren,2022-07-29 15:06:20,false,"Würzburg Radfahren","4,05","85","00:11:18","117","144","1,0","0","0","21,5","46,3","25","65","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","11:17.88.7","1","0,0","00:10:42","00:11:18","200","263"
Radfahren,2022-07-29 14:40:55,false,"Würzburg Radfahren","0,34","23","00:02:57,5","118","142","0,3","0","0","7,0","20,0","4","--","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","02:57.51.3","1","0,0","00:01:22","00:05:18,5","247","253"
Radfahren,2022-07-29 11:14:33,false,"Würzburg Radfahren","4,75","147","00:16:18","127","157","2,0","0","0","17,5","33,8","79","76","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","16:18.05.4","1","0,0","00:15:52","00:16:18","187","251"
Radfahren,2022-07-27 21:03:20,false,"Würzburg Radfahren","4,55","118","00:19:59","109","128","0,6","0","0","13,7","21,1","40","12","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","19:58.99.1","1","0,0","00:17:29","00:19:59","178","210"
Multisport,2022-07-27 18:26:48,false,"Würzburg Multisport","3,59","535","01:47:26","0","167","2,1","0","0","2,0","--","221","210","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","0,0","0:00","Nein","00:00.00","2","0,0","00:00:00","01:47:32","122","196"
Radfahren,2022-07-27 17:59:01,false,"Würzburg Radfahren","4,94","107","00:16:32","111","138","0,8","0","0","17,9","41,2","38","369","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","16:31.81.2","1","0,0","00:13:02","00:16:32","165","192"
Radfahren,2022-07-25 21:37:06,false,"Würzburg Radfahren","4,56","133","00:19:45","115","149","0,7","0","0","13,9","21,6","99","32","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","19:44.80.7","1","0,0","00:17:49","00:19:45","177","248"
Kajakfahren,2022-07-25 18:15:40,false,"Würzburg Polo","1,73","825","01:56:10","132","180","3,1","0","0","0,9","8,8","28","75","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","01:56:10.11.1","1","0,0","00:14:18","01:56:10","154","200"
Radfahren,2022-07-25 17:32:22,false,"Würzburg Radfahren","4,96","156","00:22:30","116","134","0,9","0","0","13,2","32,9","94","71","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","22:29.95.8","1","0,0","00:16:59","00:22:30","195","246"
Gravel/Offroad-Radfahren,2022-07-24 21:14:07,false,"Würzburg Gravel/Offroad-Radfahren","15,74","452","00:54:49","135","174","2,8","0","0","17,2","54,2","319","316","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:39.06.9","4","0,0","00:54:33","00:59:02","189","331"
Laufen,2022-07-23 23:35:07,false,"Würzburg Laufen","4,04","279","00:20:23","163","189","3,5","157","191","5:02","2:53","47","33","1,26","8,7","11,1","258","50,8 % Links / 49,2 % Rechts","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","20:22.73.8","1","0,0","00:20:17","00:21:50","25","49"
Kajakfahren,2022-07-22 19:46:18,false,"Würzburg Polo","5,85","328","01:05:49","106","142","0,8","0","0","5,3","13,9","102","280","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","01:05:48.54.4","1","0,0","00:53:23","01:05:49","156","192"
Gravel/Offroad-Radfahren,2022-07-21 18:03:17,false,"Würzburg Gravel/Offroad-Radfahren","15,96","422","00:56:59","127","168","2,2","0","0","16,8","59,8","331","362","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","03:00.44.4","4","0,0","00:56:43","00:57:53","194","337"
Radfahren,2022-07-20 22:13:15,false,"Würzburg Radfahren","4,55","122","00:18:59","112","139","0,7","0","0","14,4","22,5","42","28","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","18:59.47.7","1","0,0","00:17:18","00:18:59","178","196"
Kajakfahren,2022-07-20 18:17:26,false,"Würzburg Polo","3,34","542","02:01:28","107","160","1,1","0","0","1,6","18,4","466","125","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","02:01:28.34.6","1","0,0","00:34:30","02:01:28","171","494"
Radfahren,2022-07-20 17:36:40,false,"Würzburg Radfahren","4,93","124","00:21:22","108","126","0,5","0","0","13,8","37,2","66","131","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","21:22.21.3","1","0,0","00:17:00","00:21:22","162","196"
Radfahren,2022-07-18 22:10:24,false,"Würzburg Radfahren","4,62","120","00:16:42","116","143","1,0","0","0","16,6","29,2","117","38","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","16:42.47.9","1","0,0","00:15:04","00:16:42","177","259"
Kajakfahren,2022-07-18 18:18:31,false,"Würzburg Polo","4,41","557","01:59:03","108","168","2,1","0","0","2,2","17,4","178","175","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","01:59:02.75.4","1","0,0","00:48:57","01:59:03","156","193"
Radfahren,2022-07-18 17:34:10,false,"Würzburg Radfahren","4,70","103","00:18:32","105","126","0,5","0","0","15,2","37,5","51","99","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","33,0","0:00","Nein","18:31.62.4","1","0,0","00:16:13","00:18:32","177","196"
Radfahren,2022-07-13 22:43:43,false,"Würzburg Radfahren","4,72","259","00:40:48","116","151","1,2","0","0","6,9","25,5","98","94","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","40:48.08.1","1","0,0","00:21:12","00:40:48","155","197"
Kajakfahren,2022-07-13 18:19:34,false,"Würzburg Polo","4,12","488","01:49:44","107","166","1,3","0","0","2,3","9,2","120","148","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","01:49:43.54.3","1","0,0","00:42:05","01:49:44","155","194"
Radfahren,2022-07-13 17:36:01,false,"Würzburg Radfahren","5,00","158","00:18:36","126","155","1,7","0","0","16,1","38,3","92","94","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","32,0","0:00","Nein","00:07.74.2","2","0,0","00:16:08","00:18:36","180","214"
Gravel/Offroad-Radfahren,2022-07-12 20:07:46,false,"Würzburg Gravel/Offroad-Radfahren","14,20","516","00:51:13","149","184","3,4","0","0","16,6","52,4","344","324","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","13:58.36.4","3","0,0","00:51:05","00:52:56","195","342"
Radfahren,2022-07-11 20:23:48,false,"Würzburg Radfahren","4,67","119","00:17:25","114","142","0,8","0","0","16,1","24,5","76","28","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","17:24.68.5","1","0,0","00:14:44","00:17:25","175","197"
Kajakfahren,2022-07-11 18:12:57,false,"Würzburg Polo","4,27","614","01:50:27","117","168","2,1","0","0","2,3","13,2","185","209","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","22,0","0:00","Nein","01:50:27.42.6","1","0,0","00:47:15","01:50:27","125","192"
Radfahren,2022-07-11 17:39:05,false,"Würzburg Radfahren","5,08","158","00:15:10","138","163","2,3","0","0","20,1","35,6","46","203","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","00:20.58.3","2","0,0","00:13:42","00:15:10","179","202"
Kajakfahren,2022-07-10 11:29:41,false,"Arzl im Pitztal Ww","12,59","949","02:33:37","73","90","0,0","0","0","4,9","32,0","39","115","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","02:33:36.69.8","1","0,0","01:26:54","02:33:37","642","734"
Kajakfahren,2022-07-09 12:29:44,false,"Oetz Ww","13,59","1.218","02:32:09","109","142","1,5","0","0","5,4","35,9","269","373","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","15,0","0:00","Nein","02:32:09.00.3","1","0,0","01:22:13","02:33:06","668","800"
Laufen,2022-07-07 22:22:52,false,"Würzburg Laufen","3,93","281","00:20:34","168","187","3,5","157","197","5:14","3:54","41","38","1,21","8,9","10,9","263","50,7 % Links / 49,3 % Rechts","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","20:33.78.5","1","0,0","00:20:28","00:20:52","190","215"
Kajakfahren,2022-07-06 18:16:25,false,"Würzburg Polo","3,39","387","01:46:14","92","112","0,2","0","0","1,9","10,6","225","202","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","06:10.79.1","2","0,0","00:36:06","01:46:14","313","403"
Radfahren,2022-07-04 21:49:16,false,"Würzburg Radfahren","4,81","126","00:23:35","103","147","0,6","0","0","12,2","22,7","98","29","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","23:34.62.9","1","0,0","00:20:10","00:23:36","177","251"
Kajakfahren,2022-07-04 18:21:40,false,"Würzburg Polo","1,49","682","01:52:08","123","174","2,7","0","0","0,8","7,9","56","68","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:52:08.21.2","1","0,0","00:17:14","01:52:08","173","198"
Radfahren,2022-07-04 17:33:40,false,"Würzburg Radfahren","4,68","117","00:16:42","114","140","0,8","0","0","16,8","36,9","44","253","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","30,0","0:00","Nein","16:41.51","1","0,0","00:14:06","00:16:42","182","201"
Kajakfahren,2022-07-01 19:10:23,false,"Würzburg Polo","2,18","279","01:17:28","90","123","0,2","0","0","1,7","27,9","294","146","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","21,0","0:00","Nein","01:17:27.94.5","1","0,0","00:25:03","01:17:28","187","262"
Radfahren,2022-06-30 20:36:34,false,"Würzburg Radfahren","3,55","103","00:12:20","126","170","1,6","0","0","17,3","49,5","49","76","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","12:20.49.1","1","0,0","00:11:08","00:12:20","214","260"
Radfahren,2022-06-30 19:30:39,false,"Würzburg Radfahren","3,30","145","00:14:07","140","180","2,2","0","0","14,0","50,8","89","57","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","31,0","0:00","Nein","14:06.60.4","1","0,0","00:12:46","00:14:07","194","246"
Radfahren,2022-06-29 23:25:48,false,"Würzburg Radfahren","4,54","147","00:22:56","112","147","0,7","0","0","11,9","25,4","38","120","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","22:56.26.5","1","0,0","00:19:47","00:22:56","175","195"
Kajakfahren,2022-06-29 18:43:44,false,"Würzburg Polo","2,38","474","01:27:07","114","175","2,2","0","0","1,6","12,5","125","92","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","00:00.71.2","6","0,0","00:23:51","01:27:07","183","228"
Radfahren,2022-06-29 16:57:25,false,"Würzburg Radfahren","5,18","142","00:15:13","130","167","2,0","0","0","20,4","37,6","40","47","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","00:44.06","2","0,0","00:14:07","00:15:13","175","200"
Kajakfahren,2022-06-27 18:37:17,false,"Würzburg Polo","0,65","556","01:35:56","121","171","2,3","0","0","0,4","18,5","16","39","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","20,0","0:00","Nein","01:35:55.62.5","1","0,0","00:06:02","01:35:56","156","192"
Radfahren,2022-06-27 18:00:25,false,"Würzburg Radfahren","4,93","132","00:13:03","135","159","2,0","0","0","22,7","38,4","46","40","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","13:03.01","1","0,0","00:12:31","00:13:03","189","212"
Kajakfahren,2022-06-26 14:24:16,false,"Würzburg Polo","0,25","606","01:31:41","129","169","2,6","0","0","0,2","7,8","5","26","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","01:31:41.32.7","1","0,0","00:01:37","01:31:41","170","205"
Kajakfahren,2022-06-26 10:03:14,false,"Würzburg Polo","3,71","501","02:14:22","105","230","1,6","0","0","1,7","9,0","42","61","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","27,0","0:00","Nein","02:14:21.62.6","1","0,0","00:37:14","02:36:39","164","233"
Radfahren,2022-06-24 19:39:27,false,"Würzburg Radfahren","4,80","58","00:21:09","81","98","0,1","0","0","13,6","23,5","72","9","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","21:08.60.4","1","0,0","00:17:11","00:21:09","177","219"
Kajakfahren,2022-06-24 18:08:16,false,"Würzburg Kajak","9,95","809","00:59:08","173","191","5,0","0","0","10,1","17,3","71","81","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","59:08.00.2","1","0,0","00:57:23","00:59:08","158","192"
Radfahren,2022-06-24 17:36:42,false,"Würzburg Radfahren","5,09","104","00:19:12","136","230","0,6","0","0","15,9","47,2","39","100","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","00:33.47.3","2","0,0","00:15:16","00:19:12","175","201"
Kajakfahren,2022-06-22 18:41:16,false,"Würzburg Polo","0,91","535","01:36:42","119","170","2,2","0","0","0,6","182,4","43","30","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","01:36:42.31.2","1","0,0","00:07:59","01:36:42","170","191"
Radfahren,2022-06-20 21:37:20,false,"Würzburg Radfahren","4,76","92","00:24:26","106","207","0,6","0","0","11,7","26,7","76","20","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","19,0","0:00","Nein","24:26.14.7","1","0,0","00:19:52","00:40:28","177","235"
Kajakfahren,2022-06-20 18:17:06,false,"Würzburg Polo","1,92","585","01:52:28","115","168","2,0","0","0","1,0","11,7","105","114","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","16,0","0:00","Nein","01:52:28.35.4","1","0,0","00:19:56","01:52:28","165","203"
Radfahren,2022-06-20 17:37:54,false,"Würzburg Radfahren","4,80","144","00:19:13","120","144","1,3","0","0","15,0","37,3","24","204","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","19:13.02.6","1","0,0","00:15:53","00:19:13","183","198"
Gravel/Offroad-Radfahren,2022-06-19 18:27:16,false,"Würzburg Gravel/Offroad-Radfahren","15,08","533","00:53:37","149","175","3,5","0","0","16,9","58,2","298","298","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","00:21.53.4","4","0,0","00:53:24","00:56:13","212","346"
Kajakfahren,2022-06-16 17:04:35,false,"Würzburg Kajak","7,62","611","01:27:35","129","183","2,4","0","0","5,2","51,2","198","201","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","22,0","0:00","Nein","01:27:34.51.2","1","0,0","01:13:53","01:27:35","145","192"
Radfahren,2022-06-15 22:46:45,false,"Würzburg Radfahren","4,51","139","00:17:34","122","153","1,1","0","0","15,4","24,9","40","22","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","26,0","0:00","Nein","17:34.08.3","1","0,0","00:16:05","00:17:34","177","198"
Radfahren,2022-06-15 20:00:56,false,"Würzburg Radfahren","8,86","223","00:26:08","127","165","2,1","0","0","20,4","39,6","33","146","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","28,0","0:00","Nein","11:35.23.6","2","0,0","00:23:30","00:26:08","174","249"
Radfahren,2022-06-13 13:56:05,false,"Würzburg Radfahren","4,75","228","00:19:15","150","173","2,7","0","0","14,8","32,8","92","46","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","29,0","0:00","Nein","19:14.60.4","1","0,0","00:17:57","00:19:15","186","248"
Radfahren,2022-06-09 21:52:10,false,"Würzburg Radfahren","4,20","104","00:14:58","115","130","0,6","0","0","16,8","62,5","35","44","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","19,0","0:00","Nein","14:58.24.2","1","0,0","00:13:16","00:14:58","174","196"
Kajakfahren,2022-06-09 19:19:22,false,"Würzburg Polo","2,39","460","01:59:13","95","133","0,4","0","0","1,2","8,9","196","150","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","19,0","0:00","Nein","01:59:12.95.8","1","0,0","00:25:57","01:59:13","148","208"
Radfahren,2022-06-09 18:31:15,false,"Würzburg Radfahren","4,99","121","00:15:32","121","148","1,0","0","0","19,3","36,4","26","201","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","15:32.27.6","1","0,0","00:13:20","00:15:32","180","201"
Radfahren,2022-06-08 22:54:42,false,"Würzburg Radfahren","2,05","46","00:08:23,6","116","143","0,4","0","0","14,6","24,2","20","15","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","24,0","0:00","Nein","08:23.59.5","1","0,0","00:06:59","00:08:53,9","181","201"
Kajakfahren,2022-06-08 18:20:02,false,"Würzburg Polo","1,49","567","01:50:11","115","169","2,0","0","0","0,8","38,9","80","87","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","16,0","0:00","Nein","01:50:11.23.6","1","0,0","00:17:22","01:50:11","152","192"
Radfahren,2022-06-08 17:41:28,false,"Würzburg Radfahren","5,07","112","00:17:30","112","136","0,6","0","0","17,4","39,2","29","285","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","25,0","0:00","Nein","00:25.86.1","2","0,0","00:14:41","00:17:30","175","200"
Gravel/Offroad-Radfahren,2022-06-07 20:14:58,false,"Würzburg Gravel/Offroad-Radfahren","15,40","497","00:54:04","142","177","3,0","0","0","17,1","47,9","328","331","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","17,0","0:00","Nein","01:08.57.2","4","0,0","00:53:50","00:54:16","187","325"
Radfahren,2022-06-06 20:40:06,false,"Würzburg Radfahren","4,48","87","00:18:02","117","230","1,0","0","0","14,9","25,6","36","15","0,00","0,0","0,0","0","--","0","0","0,0","0","0","0,0","0,0","--","0","0","0","--","--","--","--","0:00","23,0","0:00","Nein","18:01.82.8","1","0,0","00:14:15","00:18:02","176","199"
